Schule;ID;school_type;Partner_name;Type_grob;Type_mittel;Type_detail
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Brandenburg;Unbestimmt;Unklar;Stadt
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;COMENIUS-Schulpartnerschaften;Öffentliche Infrastruktur;Partnerschule;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;CompetenzCentrum Befestigungstechnik;Wirtschaftsakteur;Wirtschaftsakteur (Bildung);
Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen);BE-16597;Fachoberschule;DGB Jugendbildungsstätte in Flecken Zechlin;Verband / Kammer / Innung / Gewerkschaft;Gewerkschaft;
Hein-Moeller-Schule (OSZ Energietechnik II);BE-16482;Fachoberschule;Elektro-Innung Berlin - Landesinnung für Elektrotechnik;Verband / Kammer / Innung / Gewerkschaft;Verband / Kammer / Innung;
Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen);BE-16597;Fachoberschule;Entwicklungspolitisches Bildungs- und Informationszentrum e.V. (EPIZ);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hein-Moeller-Schule (OSZ Energietechnik II);BE-16482;Fachoberschule;Evangelische Berufsschularbeit / Jugendbildungsstätte Haus Kreisau;Religiöse Einrichtung;Kirchliche Einrichtung;
Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin);BE-15971;Fachoberschule;Evangelische Berufsschularbeit / Jugendbildungsstätte Haus Kreisau;Religiöse Einrichtung;Kirchliche Einrichtung;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Glaser-Innung Berlin;Verband / Kammer / Innung / Gewerkschaft;Verband / Kammer / Innung;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Handwerkskammer Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Amt);
Hans-Litten-Schule (OSZ Recht und Wirtschaft);BE-16693;Fachoberschule;Hochschule für Wirtschaft und Recht;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Kläre-Bloch-Schule;BE-15948;Fachoberschule;Hochschule für Wirtschaft und Recht Berlin (HWR);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Industrie- und Handelskammer (IHK) zu Berlin;Verband / Kammer / Innung / Gewerkschaft;Öffentliche Infrastruktur (Amt);
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Innung der Musikinstrumentenbauer der Länder Berlin;Verband / Kammer / Innung / Gewerkschaft;Musikschule/musikalische Einrichtung;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Innung Parkett und Fußbodentechnik Nordost;Verband / Kammer / Innung / Gewerkschaft;Verband / Kammer / Innung;
Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen);BE-16597;Fachoberschule;Landessportbund Berlin e.V. (SportJugendBerlin);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Hans-Litten-Schule (OSZ Recht und Wirtschaft);BE-16693;Fachoberschule;Modul e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Partnerschule in Catarroja bei Valencia (Spanien);Partnerschule;Partnerschule;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Partnerschule in Liptovsk_ Hrádok (Slowakei);Partnerschule;Partnerschule;
Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen);BE-16597;Fachoberschule;Partnerschule in Lublin (Polen);Partnerschule;Partnerschule;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Partnerschule in Manchester (Großbritannien);Partnerschule;Partnerschule;
Kläre-Bloch-Schule;BE-15948;Fachoberschule;Partnerschule in Poznan (Polen);Partnerschule;Partnerschule;
Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin);BE-15971;Fachoberschule;Partnerschule in Vetlanda (Schweden);Partnerschule;Partnerschule;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Robert Bosch GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Sachsen-Anhalt und Mecklenburg-Vorpommern;Unbestimmt;Unklar;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;SPI Consult GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin);BE-15971;Fachoberschule;SPI Consult GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Kläre-Bloch-Schule;BE-15948;Fachoberschule;Studentenwerk Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung);Öffentliche Infrastruktur;Modell/Förderprogramm/Projekt;
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Tischer-Innung Berlin;Verband / Kammer / Innung / Gewerkschaft;Verband / Kammer / Innung;
Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen);BE-16597;Fachoberschule;Unabhängiges Institut für Umweltfragen e.V. (UFU);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen);BE-16597;Fachoberschule;University Alliance der SAP AG;Wirtschaftsakteur;Wirtschaftsakteur;
Elinor-Ostrom-Schule (OSZ Bürowirtschaft und Dienstleistungen);BE-16597;Fachoberschule;UnternehmensGrün e. V. (Bundesverband der grünen Wirtschaft);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Marcel-Breuer-Schule (OSZ Holztechnik, Glastechnik und Design);BE-15777;Fachoberschule;Werkbundarchiv - Museum der Dinge;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Museum
Rahel-Hirsch-Schule (OSZ Gesundheit/Medizin);BE-15971;Fachoberschule;Wirtschaftsagentur Büttner;Wirtschaftsakteur;Wirtschaftsakteur;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;ARAMARK Holdings GmbH & Co. KG (Catering);Wirtschaftsakteur;Wirtschaftsakteur;
Staatliche Technikerschule Berlin;BE-16064;Fachschule;Berufsausbildungszentrum Lette-Verein;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Stiftung
Staatliche Technikerschule Berlin;BE-16064;Fachschule;Beuth Hochschule für Technik Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Katholisches Schulzentrum Edith Stein;BE-16727;Fachschule;Caritas Altenhilfe gGmbH;Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Katholisches Schulzentrum Edith Stein;BE-16727;Fachschule;Caritasverband für das Erzbistum Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Staatliche Technikerschule Berlin;BE-16064;Fachschule;Cisco Local Academy / Cisco Systems GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Fachschulen der Stiftung SPI Berlin;BE-15883;Fachschule;der Behindertenhilfe sowie Schulen als Partner der praktischen Ausbildung;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Gesundheitswesen/Altersvorsorge);
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Deutscher Hotel- und Gaststättenverband e.V. (DEHOGA);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Elisabeth-Schulen;BE-15726;Fachschule;die Evangelische Kita in der Max-Steinke-Straße und andere Kindertagesstätten;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Katholisches Schulzentrum Edith Stein;BE-16727;Fachschule;diverse Kindertagestätten in kommunaler;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Katholisches Schulzentrum Edith Stein;BE-16727;Fachschule;diverse Pflegeeinrichtungen als Ausbildungsstätten;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Gesundheitswesen/Altersvorsorge);
Elisabeth-Schulen;BE-15726;Fachschule;Einrichtungen der Kinder- und Jugendhilfe;Unbestimmt;Unklar;
Fachschulen der Stiftung SPI Berlin;BE-15883;Fachschule;Einrichtungen der Kinder- und Jugendhilfe;Unbestimmt;Unklar;
Jane-Addams-Schule (OSZ Sozialwesen);BE-15996;Fachschule;Gesellschaft für Europabildung e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Jane-Addams-Schule (OSZ Sozialwesen);BE-15996;Fachschule;Gläsernes Labor auf dem Campus Berlin-Buch;Wirtschaftsakteur;Modell/Förderprogramm/Projekt;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;HILTON Hotels and Resorts;Wirtschaftsakteur;Wirtschaftsakteur;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Holiday Inn Berlin und viele weitere Hotels;Wirtschaftsakteur;Wirtschaftsakteur;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Hotel Adlon Berlin;Wirtschaftsakteur;Wirtschaftsakteur;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Hotelfachschule Hamburg;Wirtschaftsakteur;Wirtschaftsakteur;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Hotelfachschule Hannover;Wirtschaftsakteur;Wirtschaftsakteur;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Hotelfachschule Heidelberg;Wirtschaftsakteur;Wirtschaftsakteur;
Peter-Lenné-Schule (OSZ Natur und Umwelt);BE-15627;Fachschule;inside e.V. - Förderzentrum für internationale Studierende und Wissenschaftler;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Jane-Addams-Schule (OSZ Sozialwesen);BE-15996;Fachschule;Integrationskita hör höchste;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Johnson & Wales University (USA);Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Katholisches Schulzentrum Edith Stein;BE-16727;Fachschule;Katholische Schule Bernhardinum in Fürstenwalde / Spree (Schulzentrum in Trägerschaft des Erzbistums Berlin);Religiöse Einrichtung;Kirchliche Einrichtung;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Kempinski Hotel Bristol Berlin;Wirtschaftsakteur;Wirtschaftsakteur;
Jane-Addams-Schule (OSZ Sozialwesen);BE-15996;Fachschule;Kinderhaus Berlin - Mark Brandenburg e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Katholisches Schulzentrum Edith Stein;BE-16727;Fachschule;kirchlicher und privater Trägerschaft;Religiöse Einrichtung;Kirchliche Einrichtung;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Kooperation Deutscher Hotelfachschulen (DEHOFA) Wirtschaftsschulen für Hotellerie und Gastronomie;Wirtschaftsakteur;Wirtschaftsakteur;
Elisabeth-Schulen;BE-15726;Fachschule;Kooperationen mit einer Vielzahl von Einrichtungen der Behindertenhilfe;Unbestimmt;Unklar;
DIDACTICA private kaufmännische Berufsbildungs GmbH;BE-16315;Fachschule;Kooperationen mit zahlreichen Berliner Wirtschaftsunternehmen;Wirtschaftsakteur;Wirtschaftsakteur;
Peter-Lenné-Schule (OSZ Natur und Umwelt);BE-15627;Fachschule;Lenné-Akademie für Gartenbau und Gartenkultur;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Staatliche Technikerschule Berlin;BE-16064;Fachschule;Microsoft Deutschland GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Peter-Lenné-Schule (OSZ Natur und Umwelt);BE-15627;Fachschule;NEGROPOLIS Stiftung;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Stiftung
Peter-Lenné-Schule (OSZ Natur und Umwelt);BE-15627;Fachschule;Partnerschule in Melník (Tschechische Republik);Partnerschule;Partnerschule;
Peter-Lenné-Schule (OSZ Natur und Umwelt);BE-15627;Fachschule;Partnerschule in Wintzenheim / Elsaß (Frankreich);Partnerschule;Partnerschule;
Elisabeth-Schulen;BE-15726;Fachschule;Praxisinstitutionen der Altenhilfe;Unbestimmt;Unklar;
Jane-Addams-Schule (OSZ Sozialwesen);BE-15996;Fachschule;Pünktchen im Kiez e.V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Radeberger Gruppe KG / Berliner-Kindl-Schultheiss-Brauerei;Wirtschaftsakteur;Wirtschaftsakteur;
Staatliche Technikerschule Berlin;BE-16064;Fachschule;SAP Deutschland AG & Co. KG;Wirtschaftsakteur;Wirtschaftsakteur;
Peter-Lenné-Schule (OSZ Natur und Umwelt);BE-15627;Fachschule;Teilnahme am Leonardo da Vinci-Programm der Europäischen Union (finanziert praxisorientierte Projekte im Bereich der beruflichen Bildung);Öffentliche Infrastruktur;Modell/Förderprogramm/Projekt;
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;The Westin Grand Hotel Berlin;Wirtschaftsakteur;Wirtschaftsakteur;
Jane-Addams-Schule (OSZ Sozialwesen);BE-15996;Fachschule;Unionhilfswerk Sozialeinrichtungen gemeinnützige GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Freie Fachschule für Sozialpädagogik Berlin;BE-16199;Fachschule;Vereinigung der Waldorfkindergärten Berlin/Brandenburg e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Peter-Lenné-Schule (OSZ Natur und Umwelt);BE-15627;Fachschule;Vereinigung Gartenbauschule Berlin e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Staatliche Wirtschaftsfachschule für Hotellerie und Gastronomie Berlin;BE-15945;Fachschule;Wiegand Public Relations u.v.m.;Wirtschaftsakteur;Wirtschaftsakteur;
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";abenteuerorientierte Jugendfreizeit und internationale Jugendbegegnungen);Gemeinnütziger Akteur;Modell/Förderprogramm/Projekt;
Prignitz-Schule;BE-15851;"Förderschwerp."Lernen"""ördersc";Arbeit-Schule-Integrations-Gesellschaft (ASIG) e. V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";Arbeit-Schule-Integrations-Gesellschaft (ASIG) e.V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";Aufwind - Verein für Aufsuchende Erziehungshilfen e.V. (Freier Träger der Jugendhilfe);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";BIQ Beschäftigung Integration Qualifizierung gGmbH;Gemeinnütziger Akteur;Gemeinnütziger Akteur;gGmbH
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";Förderverein Halle MV e.V. (außerschulische Jugendbildung;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";GESOBAU AG;Wirtschaftsakteur;Wirtschaftsakteur;
Prignitz-Schule;BE-15851;"Förderschwerp."Lernen"""ördersc";H.U.G.O. e.V. (Verein für ambulante Erziehungshilfe);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Sancta-Maria-Schule der Hedwigschwestern;BE-16036;"Förderschwerp."Lernen"""ördersc";Heilpädagogischer Kinder- und Jugendhilfeverbund Sancta Maria Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Stötzner-Schule;BE-16149;"Förderschwerp."Lernen"""ördersc";INTEGRAgemeinnützige GmbH zur Förderung von Behindertenin den Bereichen Arbeit-Freizeit-Erholung;Wirtschaftsakteur;Wirtschaftsakteur;
Prignitz-Schule;BE-15851;"Förderschwerp."Lernen"""ördersc";Internationale Akademie für innovative Pädagogik;Gemeinnütziger Akteur;Gemeinnütziger Akteur;GgmbH
Prignitz-Schule;BE-15851;"Förderschwerp."Lernen"""ördersc";Kooperationen mit diversen Betrieben in Tempelhof-Schöneberg;Wirtschaftsakteur;Wirtschaftsakteur;
Stötzner-Schule;BE-16149;"Förderschwerp."Lernen"""ördersc";Move & Service GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Prignitz-Schule;BE-15851;"Förderschwerp."Lernen"""ördersc";Nachbarschaftsheim Schöneberg e.V. (Kooperation in der ergänzenden Betreuung);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Stötzner-Schule;BE-16149;"Förderschwerp."Lernen"""ördersc";Netzwerk Berliner Schülerfirmen über Arbeit-Schule-Integrations-Gesellschaft (ASIG) e. V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Netzwerk
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";Partnerschule in Lauterbach (Hessen);Partnerschule;Partnerschule;
Prignitz-Schule;BE-15851;"Förderschwerp."Lernen"""ördersc";Polizei;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Sicherheit/Ordnung/Verkehr);Polizei
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";"Projekt Kinder beflügeln des Evangelischen Johannesstift Berlin""rojekt Kinder beflügeln" des Evangelisc""ojekt Kinder be"""rojekt Kinder beflügeln des Evangelischen Johannesstift Be";Religiöse Einrichtung;Kirchliche Einrichtung;
Prignitz-Schule;BE-15851;"Förderschwerp."Lernen"""ördersc";Psychologie und Ökonomie gGmbH der Freien Universität Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";SOZIALWERK Pro Gemeinsinn e.V.;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Stötzner-Schule;BE-16149;"Förderschwerp."Lernen"""ördersc";Stahlbaufirma Stabotec Steel;Wirtschaftsakteur;Wirtschaftsakteur;
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";Tandem BQG - gemeinnützige Beschäftigungs- und Qualifizierungsgesellschaft mbH;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Prignitz-Schule;BE-15851;"Förderschwerp."Lernen"""ördersc";Universität Potsdam;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Bildung/Uni/Hochschule/Forschung);Universität/Hochschule/Forschungsinstitut
Lauterbach-Schule;BE-16150;"Förderschwerp."Lernen"""ördersc";Verein Berliner Kaufleute und Industrieller (VBKI) e.V. (Vermittlung von Lesepaten);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Arno-Fuchs-Schule;BE-15865;Förderschwerp.Geistige Entwicklung;Agentur für Arbeit Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Agentur für Arbeit);
Pestalozzi-Schule;BE-15620;Förderschwerp.Geistige Entwicklung;Arbeit-Schule-Integrations-Gesellschaft (ASIG) e. V. Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Pestalozzi-Schule;BE-15620;Förderschwerp.Geistige Entwicklung;Bäcker-Innung Berlin;Verband / Kammer / Innung / Gewerkschaft;Verband / Kammer / Innung;
Helene-Haeusler-Schule;BE-15931;Förderschwerp.Geistige Entwicklung;Berliner Glockenspielorchester;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Kultur);Orchester
Arno-Fuchs-Schule;BE-15865;Förderschwerp.Geistige Entwicklung;Berliner Werkstätten für Behinderte GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Marianne-Cohn-Schule;BE-15658;Förderschwerp.Geistige Entwicklung;Berliner Werkstätten für Behinderte GmbH;Wirtschaftsakteur;Wirtschaftsakteur;
Albatros-Schule;BE-16318;Förderschwerp.Geistige Entwicklung;bspw. mit Diakonie-Werkstatt Berlin;Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Helene-Haeusler-Schule;BE-15931;Förderschwerp.Geistige Entwicklung;Circus Sonnenstich im Theater RambaZamba;Wirtschaftsakteur;Wirtschaftsakteur;
Arno-Fuchs-Schule;BE-15865;Förderschwerp.Geistige Entwicklung;Fachdienste der Jugendhilfe;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Marianne-Cohn-Schule;BE-15658;Förderschwerp.Geistige Entwicklung;Gemeindedolmetschdienst Berlin;Religiöse Einrichtung;Kirchliche Einrichtung;
Parzival-Schule;BE-15638;Förderschwerp.Geistige Entwicklung;Gesellschaft zur Förderung musischer Erziehung und Lebensgestaltung in der sozialen und therapeutischen Arbeit e.V. (Schulträger);Gemeinnütziger Akteur;Gemeinnütziger Akteur;Verein
Arno-Fuchs-Schule;BE-15865;Förderschwerp.Geistige Entwicklung;Integrationsfachdienste Berlin;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Gesundheitswesen/Altersvorsorge);
Pestalozzi-Schule;BE-15620;Förderschwerp.Geistige Entwicklung;Jugendamt Steglitz-Zehlendorf;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);
Pestalozzi-Schule;BE-15620;Förderschwerp.Geistige Entwicklung;Kita der Evangelischen Ernst-Moritz-Arndt Kirchengemeinde in der Wilskistrasse 53;Öffentliche Infrastruktur;Öffentliche Infrastruktur (Jugend/Kinderfürsorge);kinderbetreuung
